complaint_id,created_date,district,channel,customer_type,complaint_text,outage_minutes_recent,priority,category,target_team
CP00135,2025-06-24,Thon Buri,Call Center,Government,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00136,2025-04-19,Thon Buri,Field Office,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00137,2025-06-13,Din Daeng,Call Center,Commercial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,39,High,Billing,Billing Service
CP00138,2025-06-28,Din Daeng,Mobile App,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00139,2025-06-09,Khlong Toei,Mobile App,Commercial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,1,Medium,Billing,Billing Service
CP00140,2025-06-27,Lat Phrao,Mobile App,Government,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,4,High,Safety,Emergency Safety
CP00141,2025-05-07,Lat Phrao,Website,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,88,High,Outage,Field Operation
CP00142,2025-06-05,Lat Phrao,Field Office,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,69,Medium,Billing,Billing Service
CP00143,2025-05-21,Din Daeng,Call Center,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00144,2025-06-20,Bang Kapi,Field Office,Mixed,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00145,2025-06-24,Lat Phrao,Line OA,Commercial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,165,Medium,Outage,Field Operation
CP00146,2025-04-19,Thon Buri,Website,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,14,Medium,Voltage,Power Quality
CP00147,2025-05-23,Thon Buri,Mobile App,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,51,High,Outage,Field Operation
CP00148,2025-06-05,Bang Khen,Line OA,Residential,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Low,Outage,Field Operation
CP00149,2025-05-04,Khlong Toei,Line OA,Residential,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,41,High,Safety,Emergency Safety
CP00150,2025-04-20,Bang Kho Laem,Website,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00151,2025-05-06,Thon Buri,Call Center,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Billing,Billing Service
CP00152,2025-06-03,Bang Kho Laem,Call Center,Mixed,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,High,Meter,Meter Service
CP00153,2025-04-11,Din Daeng,Call Center,Government,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,42,Low,Outage,Field Operation
CP00154,2025-05-25,Khlong Toei,Field Office,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Low,Meter,Meter Service
CP00155,2025-05-09,Phaya Thai,Website,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,89,High,Outage,Field Operation
CP00156,2025-04-18,Thon Buri,Line OA,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,50,High,Outage,Field Operation
CP00157,2025-05-05,Thon Buri,Website,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Billing,Billing Service
CP00158,2025-04-06,Bang Kho Laem,Call Center,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,148,Medium,Outage,Field Operation
CP00159,2025-06-18,Lat Phrao,Website,Mixed,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,147,Medium,Outage,Field Operation
CP00160,2025-04-25,Thon Buri,Field Office,Residential,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00161,2025-05-21,Phaya Thai,Field Office,Mixed,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,Medium,Billing,Billing Service
CP00162,2025-05-16,Bang Kapi,Line OA,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,Medium,Billing,Billing Service
CP00163,2025-05-25,Din Daeng,Website,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,Low,Billing,Billing Service
CP00164,2025-05-10,Thon Buri,Call Center,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,60,Low,Voltage,Power Quality
CP00165,2025-04-24,Bang Kho Laem,Line OA,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Medium,Voltage,Power Quality
CP00166,2025-04-18,Phaya Thai,Mobile App,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,47,High,Outage,Field Operation
CP00167,2025-05-26,Bang Khen,Line OA,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,High,Voltage,Power Quality
CP00168,2025-04-20,Thon Buri,Line OA,Residential,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,30,High,Safety,Emergency Safety
CP00169,2025-04-06,Phaya Thai,Line OA,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,2,High,Billing,Billing Service
CP00170,2025-04-21,Thon Buri,Call Center,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,37,Medium,Meter,Meter Service
CP00171,2025-05-01,Lat Phrao,Mobile App,Mixed,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,40,High,Safety,Emergency Safety
CP00172,2025-04-19,Khlong Toei,Mobile App,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,97,Medium,Outage,Field Operation
CP00173,2025-04-17,Bang Khen,Mobile App,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Voltage,Power Quality
CP00174,2025-05-21,Bang Kho Laem,Call Center,Residential,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,High,Voltage,Power Quality
CP00175,2025-04-13,Din Daeng,Mobile App,Residential,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,175,High,Outage,Field Operation
CP00176,2025-04-13,Bang Khen,Line OA,Mixed,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,162,Low,Outage,Field Operation
CP00177,2025-05-08,Bang Khen,Call Center,Industrial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,75,High,Outage,Field Operation
CP00178,2025-05-08,Lat Phrao,Mobile App,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,14,High,Voltage,Power Quality
CP00179,2025-06-19,Bang Khen,Line OA,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,High,Meter,Meter Service
CP00180,2025-05-05,Phaya Thai,Line OA,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,High,Safety,Emergency Safety
CP00181,2025-06-05,Khlong Toei,Call Center,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,109,High,Outage,Field Operation
CP00182,2025-05-09,Bang Kapi,Line OA,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,84,High,Outage,Field Operation
CP00183,2025-06-24,Thon Buri,Line OA,Residential,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,Medium,Billing,Billing Service
CP00184,2025-06-23,Bang Khen,Mobile App,Industrial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Medium,Billing,Billing Service
CP00185,2025-05-09,Lat Phrao,Mobile App,Industrial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Meter,Meter Service
CP00186,2025-05-13,Bang Kapi,Mobile App,Industrial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Medium,Billing,Billing Service
CP00187,2025-05-24,Din Daeng,Call Center,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00188,2025-06-24,Bang Khen,Call Center,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,High,Voltage,Power Quality
CP00189,2025-05-10,Bang Kho Laem,Mobile App,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,High,Safety,Emergency Safety
CP00190,2025-06-22,Khlong Toei,Call Center,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,39,High,Billing,Billing Service
CP00191,2025-06-16,Bang Kapi,Field Office,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Meter,Meter Service
CP00192,2025-04-03,Din Daeng,Website,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,68,High,Outage,Field Operation
CP00193,2025-04-09,Phaya Thai,Line OA,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Medium,Voltage,Power Quality
CP00194,2025-05-23,Bang Kapi,Field Office,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,11,Medium,Billing,Billing Service
CP00195,2025-05-06,Khlong Toei,Website,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00196,2025-05-10,Lat Phrao,Call Center,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,High,Meter,Meter Service
CP00197,2025-04-27,Phaya Thai,Line OA,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00198,2025-06-04,Phaya Thai,Line OA,Industrial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,Low,Billing,Billing Service
CP00199,2025-04-02,Bang Khen,Website,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,Medium,Billing,Billing Service
CP00200,2025-06-25,Thon Buri,Line OA,Commercial,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,24,High,Voltage,Power Quality
CP00201,2025-04-21,Bang Kho Laem,Website,Commercial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,5,High,Safety,Emergency Safety
CP00202,2025-05-13,Bang Khen,Website,Residential,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,39,Medium,Billing,Billing Service
CP00203,2025-04-12,Bang Kapi,Website,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,34,Medium,Billing,Billing Service
CP00204,2025-06-09,Thon Buri,Mobile App,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,91,High,Outage,Field Operation
CP00205,2025-04-27,Khlong Toei,Line OA,Commercial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00206,2025-05-29,Khlong Toei,Website,Commercial,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00207,2025-06-04,Lat Phrao,Website,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,12,Medium,Voltage,Power Quality
CP00208,2025-05-16,Bang Kho Laem,Website,Commercial,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Medium,Voltage,Power Quality
CP00209,2025-04-02,Lat Phrao,Mobile App,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00210,2025-05-03,Bang Kho Laem,Line OA,Residential,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00211,2025-06-23,Lat Phrao,Website,Residential,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,90,High,Outage,Field Operation
CP00212,2025-05-04,Bang Kho Laem,Mobile App,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,28,High,Safety,Emergency Safety
CP00213,2025-05-24,Bang Kapi,Field Office,Commercial,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,18,High,Safety,Emergency Safety
CP00214,2025-05-26,Din Daeng,Call Center,Commercial,มิเตอร์หมุนเร็วผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,67,High,Meter,Meter Service
CP00215,2025-06-01,Bang Khen,Website,Industrial,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00216,2025-04-14,Bang Kapi,Call Center,Industrial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,9,Medium,Meter,Meter Service
CP00217,2025-05-30,Thon Buri,Website,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00218,2025-04-04,Din Daeng,Website,Industrial,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00219,2025-05-11,Din Daeng,Call Center,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,15,Medium,Voltage,Power Quality
CP00220,2025-04-15,Thon Buri,Field Office,Government,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Meter,Meter Service
CP00221,2025-05-28,Lat Phrao,Call Center,Mixed,ชำระแล้วแต่ระบบยังขึ้นค้างชำระ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Billing,Billing Service
CP00222,2025-06-23,Thon Buri,Website,Government,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Meter,Meter Service
CP00223,2025-04-19,Lat Phrao,Call Center,Government,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Billing,Billing Service
CP00224,2025-04-18,Bang Kho Laem,Line OA,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,7,High,Voltage,Power Quality
CP00225,2025-04-09,Din Daeng,Field Office,Government,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Voltage,Power Quality
CP00226,2025-06-05,Phaya Thai,Call Center,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,3,Low,Voltage,Power Quality
CP00227,2025-05-19,Bang Kapi,Line OA,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Billing,Billing Service
CP00228,2025-05-26,Khlong Toei,Line OA,Government,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00229,2025-05-13,Khlong Toei,Website,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,83,Medium,Outage,Field Operation
CP00230,2025-06-20,Din Daeng,Website,Mixed,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Safety,Emergency Safety
CP00231,2025-04-29,Khlong Toei,Website,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00232,2025-06-18,Khlong Toei,Website,Government,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,147,Medium,Outage,Field Operation
CP00233,2025-06-09,Bang Khen,Mobile App,Industrial,กล่องไฟมีกลิ่นไหม้และมีควัน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,High,Safety,Emergency Safety
CP00234,2025-04-03,Lat Phrao,Call Center,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Billing,Billing Service
CP00235,2025-05-06,Khlong Toei,Line OA,Commercial,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,84,Medium,Outage,Field Operation
CP00236,2025-05-11,Khlong Toei,Call Center,Mixed,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Medium,Voltage,Power Quality
CP00237,2025-04-12,Phaya Thai,Website,Residential,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,Medium,Voltage,Power Quality
CP00238,2025-04-26,Phaya Thai,Field Office,Commercial,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,Medium,Meter,Meter Service
CP00239,2025-04-29,Khlong Toei,Mobile App,Commercial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,High,Billing,Billing Service
CP00240,2025-04-11,Bang Kho Laem,Line OA,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Voltage,Power Quality
CP00241,2025-06-08,Phaya Thai,Mobile App,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,79,Medium,Outage,Field Operation
CP00242,2025-05-22,Lat Phrao,Call Center,Industrial,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Billing,Billing Service
CP00243,2025-06-11,Bang Kapi,Website,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,74,High,Outage,Field Operation
CP00244,2025-04-07,Lat Phrao,Call Center,Mixed,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,43,Medium,Voltage,Power Quality
CP00245,2025-05-04,Khlong Toei,Line OA,Government,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,8,Medium,Voltage,Power Quality
CP00246,2025-05-25,Din Daeng,Call Center,Residential,อ่านมิเตอร์ไม่ตรงกับใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Meter,Meter Service
CP00247,2025-06-18,Khlong Toei,Line OA,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,Medium,Voltage,Power Quality
CP00248,2025-05-24,Bang Kho Laem,Line OA,Government,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,Medium,Voltage,Power Quality
CP00249,2025-06-21,Khlong Toei,Website,Government,หม้อแปลงมีเสียงดังแล้วไฟดับ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,87,High,Outage,Field Operation
CP00250,2025-04-29,Bang Kho Laem,Mobile App,Commercial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,29,Medium,Voltage,Power Quality
CP00251,2025-04-18,Khlong Toei,Line OA,Government,แรงดันไฟไม่นิ่งช่วงกลางคืน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,54,Low,Voltage,Power Quality
CP00252,2025-04-14,Din Daeng,Mobile App,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Medium,Voltage,Power Quality
CP00253,2025-04-28,Khlong Toei,Line OA,Industrial,ไฟดับเฉพาะอาคารและเบรกเกอร์หลักไม่ตัด. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,48,Low,Outage,Field Operation
CP00254,2025-06-05,Din Daeng,Line OA,Government,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,201,High,Outage,Field Operation
CP00255,2025-05-09,Thon Buri,Call Center,Mixed,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,33,High,Safety,Emergency Safety
CP00256,2025-05-21,Bang Kapi,Call Center,Industrial,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,73,High,Outage,Field Operation
CP00257,2025-06-15,Bang Kho Laem,Mobile App,Mixed,ไฟกระพริบต่อเนื่องหลังฝนตก. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,Low,Voltage,Power Quality
CP00258,2025-06-27,Khlong Toei,Line OA,Government,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,10,High,Billing,Billing Service
CP00259,2025-04-04,Khlong Toei,Call Center,Industrial,ไฟตกบ่อย เครื่องใช้ไฟฟ้าดับ ๆ ติด ๆ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,32,High,Voltage,Power Quality
CP00260,2025-05-05,Bang Kho Laem,Website,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,19,High,Safety,Emergency Safety
CP00261,2025-06-27,Bang Kho Laem,Call Center,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,25,Medium,Billing,Billing Service
CP00262,2025-06-07,Phaya Thai,Line OA,Industrial,เสาไฟมีประกายไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,0,High,Safety,Emergency Safety
CP00263,2025-05-30,Bang Kapi,Line OA,Mixed,ไฟดับทั้งซอยตั้งแต่ช่วงเย็น. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,138,High,Outage,Field Operation
CP00264,2025-05-15,Phaya Thai,Field Office,Residential,มีสายไฟหย่อนใกล้ทางเดิน. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,23,High,Safety,Emergency Safety
CP00265,2025-04-11,Thon Buri,Mobile App,Government,ขอให้ตรวจสอบเลขมิเตอร์. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,20,Medium,Meter,Meter Service
CP00266,2025-04-18,Bang Kho Laem,Line OA,Residential,ต้องการตรวจสอบใบแจ้งค่าไฟ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,21,Low,Billing,Billing Service
CP00267,2025-06-12,Thon Buri,Field Office,Mixed,ค่าไฟเดือนนี้สูงผิดปกติ. กรุณาช่วยตรวจสอบและแจ้งความคืบหน้า,16,High,Billing,Billing Service
